"filename", "language", "JSON", "JSON with Comments", "XML", "Markdown", "C#", "TypeScript", "CSS", "HTML", "SCSS", "comment", "blank", "total"
"g:\InternShipApp\client\src\app\app.module.ts", "TypeScript", 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 5, 151
"g:\InternShipApp\client\src\app\authentification\authentification.component.css", "CSS", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 13, 118
"g:\InternShipApp\client\src\app\authentification\authentification.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 15, 46
"g:\InternShipApp\client\src\app\authentification\authentification.component.ts", "TypeScript", 0, 0, 0, 0, 0, 143, 0, 0, 0, 15, 15, 173
"g:\InternShipApp\client\src\app\chat-system\add-edit-group-chat\add-edit-group-chat.component.css", "CSS", 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 20, 163
"g:\InternShipApp\client\src\app\chat-system\add-edit-group-chat\add-edit-group-chat.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 6, 48
"g:\InternShipApp\client\src\app\chat-system\add-edit-group-chat\add-edit-group-chat.component.ts", "TypeScript", 0, 0, 0, 0, 0, 155, 0, 0, 0, 0, 10, 165
"g:\InternShipApp\client\src\app\chat-system\all-chats\all-chats.component.css", "CSS", 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 11, 76
"g:\InternShipApp\client\src\app\chat-system\all-chats\all-chats.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 1, 36
"g:\InternShipApp\client\src\app\chat-system\all-chats\all-chats.component.ts", "TypeScript", 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 10, 147
"g:\InternShipApp\client\src\app\chat-system\chat-messages\chat-messages.component.css", "CSS", 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 29, 199
"g:\InternShipApp\client\src\app\chat-system\chat-messages\chat-messages.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 6, 53
"g:\InternShipApp\client\src\app\chat-system\chat-messages\chat-messages.component.ts", "TypeScript", 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 9, 120
"g:\InternShipApp\client\src\app\chat-system\chat\chat.component.css", "CSS", 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 21, 156
"g:\InternShipApp\client\src\app\chat-system\chat\chat.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 1, 25
"g:\InternShipApp\client\src\app\chat-system\chat\chat.component.ts", "TypeScript", 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 10, 79
"g:\InternShipApp\client\src\app\chat-system\group-chat-details\group-chat-details.component.css", "CSS", 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 17, 144
"g:\InternShipApp\client\src\app\chat-system\group-chat-details\group-chat-details.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 3, 83
"g:\InternShipApp\client\src\app\chat-system\group-chat-details\group-chat-details.component.ts", "TypeScript", 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 16, 126
"g:\InternShipApp\client\src\app\chat-system\group-chat-message\group-chat-message.component.css", "CSS", 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 31, 208
"g:\InternShipApp\client\src\app\chat-system\group-chat-message\group-chat-message.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 2, 47
"g:\InternShipApp\client\src\app\chat-system\group-chat-message\group-chat-message.component.ts", "TypeScript", 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 9, 135
"g:\InternShipApp\client\src\app\error\error.component.css", "CSS", 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 12, 83
"g:\InternShipApp\client\src\app\error\error.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 13
"g:\InternShipApp\client\src\app\error\error.component.ts", "TypeScript", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 7, 38
"g:\InternShipApp\client\src\app\forum\add-edit-comment\add-edit-comment.component.css", "CSS", 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 15, 112
"g:\InternShipApp\client\src\app\forum\add-edit-comment\add-edit-comment.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 4, 21
"g:\InternShipApp\client\src\app\forum\add-edit-comment\add-edit-comment.component.ts", "TypeScript", 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 5, 99
"g:\InternShipApp\client\src\app\forum\add-edit-post\add-edit-post.component.css", "CSS", 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 15, 112
"g:\InternShipApp\client\src\app\forum\add-edit-post\add-edit-post.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 4, 26
"g:\InternShipApp\client\src\app\forum\add-edit-post\add-edit-post.component.ts", "TypeScript", 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 9, 102
"g:\InternShipApp\client\src\app\forum\forum\forum.component.css", "CSS", 0, 0, 0, 0, 0, 0, 178, 0, 0, 0, 30, 208
"g:\InternShipApp\client\src\app\forum\forum\forum.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 3, 45
"g:\InternShipApp\client\src\app\forum\forum\forum.component.ts", "TypeScript", 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 10, 109
"g:\InternShipApp\client\src\app\forum\see-post\see-post.component.css", "CSS", 0, 0, 0, 0, 0, 0, 193, 0, 0, 0, 32, 225
"g:\InternShipApp\client\src\app\forum\see-post\see-post.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 2, 83
"g:\InternShipApp\client\src\app\forum\see-post\see-post.component.ts", "TypeScript", 0, 0, 0, 0, 0, 188, 0, 0, 0, 0, 12, 200
"g:\InternShipApp\client\src\app\header\header.component.css", "CSS", 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 8, 99
"g:\InternShipApp\client\src\app\header\header.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 3, 26
"g:\InternShipApp\client\src\app\header\header.component.ts", "TypeScript", 0, 0, 0, 0, 0, 139, 0, 0, 0, 0, 7, 146
"g:\InternShipApp\client\src\app\home\home.component.css", "CSS", 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 9, 117
"g:\InternShipApp\client\src\app\home\home.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 1, 30
"g:\InternShipApp\client\src\app\home\home.component.ts", "TypeScript", 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 9, 74
"g:\InternShipApp\client\src\app\intern\intern.dashboard\intern.dashboard.component.css", "CSS", 0, 0, 0, 0, 0, 0, 247, 0, 0, 0, 45, 292
"g:\InternShipApp\client\src\app\intern\intern.dashboard\intern.dashboard.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 1, 103
"g:\InternShipApp\client\src\app\intern\intern.dashboard\intern.dashboard.component.ts", "TypeScript", 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 14, 140
"g:\InternShipApp\client\src\app\shared\challenge\add-edit-challenge\add-edit-challenge.component.css", "CSS", 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 15, 112
"g:\InternShipApp\client\src\app\shared\challenge\add-edit-challenge\add-edit-challenge.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 6, 38
"g:\InternShipApp\client\src\app\shared\challenge\add-edit-challenge\add-edit-challenge.component.ts", "TypeScript", 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 8, 98
"g:\InternShipApp\client\src\app\shared\challenge\add-edit-solution\add-edit-solution.component.css", "CSS", 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 9, 74
"g:\InternShipApp\client\src\app\shared\challenge\add-edit-solution\add-edit-solution.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 16
"g:\InternShipApp\client\src\app\shared\challenge\add-edit-solution\add-edit-solution.component.ts", "TypeScript", 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 6, 96
"g:\InternShipApp\client\src\app\shared\challenge\challenges\challenges.component.css", "CSS", 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 13, 100
"g:\InternShipApp\client\src\app\shared\challenge\challenges\challenges.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 1, 53
"g:\InternShipApp\client\src\app\shared\challenge\challenges\challenges.component.ts", "TypeScript", 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 15, 129
"g:\InternShipApp\client\src\app\shared\challenge\rankings\rankings.component.css", "CSS", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 13, 68
"g:\InternShipApp\client\src\app\shared\challenge\rankings\rankings.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 8, 34
"g:\InternShipApp\client\src\app\shared\challenge\rankings\rankings.component.ts", "TypeScript", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 8, 59
"g:\InternShipApp\client\src\app\shared\challenge\see-solutions\see-solutions.component.css", "CSS", 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 15, 89
"g:\InternShipApp\client\src\app\shared\challenge\see-solutions\see-solutions.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 17
"g:\InternShipApp\client\src\app\shared\challenge\see-solutions\see-solutions.component.ts", "TypeScript", 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 12, 132
"g:\InternShipApp\client\src\app\shared\challenge\solution-points\solution-points.component.css", "CSS", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 10, 62
"g:\InternShipApp\client\src\app\shared\challenge\solution-points\solution-points.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 2, 10
"g:\InternShipApp\client\src\app\shared\challenge\solution-points\solution-points.component.ts", "TypeScript", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 9, 48
"g:\InternShipApp\client\src\app\shared\feedback\feedback.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"g:\InternShipApp\client\src\app\shared\feedback\feedback.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"g:\InternShipApp\client\src\app\shared\feedback\feedback.component.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 6, 20
"g:\InternShipApp\client\src\app\shared\groups\groups-dashboard\dashboard\dashboard.component.css", "CSS", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 8, 40
"g:\InternShipApp\client\src\app\shared\groups\groups-dashboard\dashboard\dashboard.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 1, 31
"g:\InternShipApp\client\src\app\shared\groups\groups-dashboard\dashboard\dashboard.component.ts", "TypeScript", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 12
"g:\InternShipApp\client\src\app\shared\groups\groups-dashboard\group\group.component.css", "CSS", 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 23, 159
"g:\InternShipApp\client\src\app\shared\groups\groups-dashboard\group\group.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 1, 85
"g:\InternShipApp\client\src\app\shared\groups\groups-dashboard\group\group.component.ts", "TypeScript", 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 8, 82
"g:\InternShipApp\client\src\app\shared\groups\groups-dashboard\participants\participants.component.css", "CSS", 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 22, 144
"g:\InternShipApp\client\src\app\shared\groups\groups-dashboard\participants\participants.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 5, 72
"g:\InternShipApp\client\src\app\shared\groups\groups-dashboard\participants\participants.component.ts", "TypeScript", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 6, 55
"g:\InternShipApp\client\src\app\shared\meetings\edit-meeting-dialog\edit-meeting-dialog.component.css", "CSS", 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 16, 127
"g:\InternShipApp\client\src\app\shared\meetings\edit-meeting-dialog\edit-meeting-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 7, 59
"g:\InternShipApp\client\src\app\shared\meetings\edit-meeting-dialog\edit-meeting-dialog.component.ts", "TypeScript", 0, 0, 0, 0, 0, 196, 0, 0, 0, 0, 23, 219
"g:\InternShipApp\client\src\app\shared\meetings\meeting\meeting.component.css", "CSS", 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 26, 149
"g:\InternShipApp\client\src\app\shared\meetings\meeting\meeting.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 4, 32
"g:\InternShipApp\client\src\app\shared\meetings\meeting\meeting.component.ts", "TypeScript", 0, 0, 0, 0, 0, 152, 0, 0, 0, 0, 15, 167
"g:\InternShipApp\client\src\app\shared\meetings\see-meeting-participants\see-meeting-participants.component.css", "CSS", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 7, 45
"g:\InternShipApp\client\src\app\shared\meetings\see-meeting-participants\see-meeting-participants.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 10
"g:\InternShipApp\client\src\app\shared\meetings\see-meeting-participants\see-meeting-participants.component.ts", "TypeScript", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 6, 34
"g:\InternShipApp\client\src\app\shared\notes\add-edit-note\add-edit-note.component.css", "CSS", 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 15, 112
"g:\InternShipApp\client\src\app\shared\notes\add-edit-note\add-edit-note.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 3, 25
"g:\InternShipApp\client\src\app\shared\notes\add-edit-note\add-edit-note.component.ts", "TypeScript", 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 8, 92
"g:\InternShipApp\client\src\app\shared\notes\note\note.component.css", "CSS", 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 15, 106
"g:\InternShipApp\client\src\app\shared\notes\note\note.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 1, 34
"g:\InternShipApp\client\src\app\shared\notes\note\note.component.ts", "TypeScript", 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 11, 82
"g:\InternShipApp\client\src\app\shared\profile\profile.component.css", "CSS", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 9, 63
"g:\InternShipApp\client\src\app\shared\profile\profile.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 1, 36
"g:\InternShipApp\client\src\app\shared\profile\profile.component.ts", "TypeScript", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 5, 53
"g:\InternShipApp\client\src\app\shared\questions\edit-dialog\edit-dialog.component.css", "CSS", 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 16, 96
"g:\InternShipApp\client\src\app\shared\questions\edit-dialog\edit-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 2, 38
"g:\InternShipApp\client\src\app\shared\questions\edit-dialog\edit-dialog.component.ts", "TypeScript", 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 12, 178
"g:\InternShipApp\client\src\app\shared\questions\question\question.component.css", "CSS", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 12, 88
"g:\InternShipApp\client\src\app\shared\questions\question\question.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 4, 56
"g:\InternShipApp\client\src\app\shared\questions\question\question.component.ts", "TypeScript", 0, 0, 0, 0, 0, 71, 0, 0, 0, 2, 10, 83
"g:\InternShipApp\client\src\app\shared\task\task.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"g:\InternShipApp\client\src\app\shared\task\task.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"g:\InternShipApp\client\src\app\shared\task\task.component.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 6, 20
"g:\InternShipApp\client\src\app\shared\tests\edit-groups\edit-groups.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"g:\InternShipApp\client\src\app\shared\tests\edit-groups\edit-groups.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"g:\InternShipApp\client\src\app\shared\tests\edit-groups\edit-groups.component.ts", "TypeScript", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 3, 11
"g:\InternShipApp\client\src\app\shared\tests\edit-inters\edit-inters.component.css", "CSS", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 10, 78
"g:\InternShipApp\client\src\app\shared\tests\edit-inters\edit-inters.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 2, 12
"g:\InternShipApp\client\src\app\shared\tests\edit-inters\edit-inters.component.ts", "TypeScript", 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 13, 139
"g:\InternShipApp\client\src\app\shared\tests\edit-tests\edit-tests.component.css", "CSS", 0, 0, 0, 0, 0, 0, 151, 0, 0, 0, 22, 173
"g:\InternShipApp\client\src\app\shared\tests\edit-tests\edit-tests.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 8, 126
"g:\InternShipApp\client\src\app\shared\tests\edit-tests\edit-tests.component.ts", "TypeScript", 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 14, 152
"g:\InternShipApp\client\src\app\shared\tests\see-all-results\see-all-results.component.css", "CSS", 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 10, 60
"g:\InternShipApp\client\src\app\shared\tests\see-all-results\see-all-results.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 8
"g:\InternShipApp\client\src\app\shared\tests\see-all-results\see-all-results.component.ts", "TypeScript", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 6, 66
"g:\InternShipApp\client\src\app\shared\tests\start-test\start-test.component.css", "CSS", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 8, 56
"g:\InternShipApp\client\src\app\shared\tests\start-test\start-test.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 2, 53
"g:\InternShipApp\client\src\app\shared\tests\start-test\start-test.component.ts", "TypeScript", 0, 0, 0, 0, 0, 229, 0, 0, 0, 0, 17, 246
"g:\InternShipApp\client\src\app\shared\tests\test\test.component.css", "CSS", 0, 0, 0, 0, 0, 0, 149, 0, 0, 0, 29, 178
"g:\InternShipApp\client\src\app\shared\tests\test\test.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 5, 54
"g:\InternShipApp\client\src\app\shared\tests\test\test.component.ts", "TypeScript", 0, 0, 0, 0, 0, 188, 0, 0, 0, 0, 19, 207
"g:\InternShipApp\client\src\app\trainer\trainer.dashboard\trainer.dashboard.component.css", "CSS", 0, 0, 0, 0, 0, 0, 186, 0, 0, 0, 34, 220
"g:\InternShipApp\client\src\app\trainer\trainer.dashboard\trainer.dashboard.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 1, 68
"g:\InternShipApp\client\src\app\trainer\trainer.dashboard\trainer.dashboard.component.ts", "TypeScript", 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 15, 128
"g:\InternShipApp\client\src\custom-theme.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 8, 36
"g:\InternShipApp\client\src\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 1, 17
"g:\InternShipApp\client\src\main.ts", "TypeScript", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 8
"g:\InternShipApp\client\src\model\answer.model.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"g:\InternShipApp\client\src\model\challenge.model.ts", "TypeScript", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 2, 27
"g:\InternShipApp\client\src\model\challengesolution.model.ts", "TypeScript", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 2, 28
"g:\InternShipApp\client\src\model\comment.model.ts", "TypeScript", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 3, 32
"g:\InternShipApp\client\src\model\day.model.ts", "TypeScript", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 3, 11
"g:\InternShipApp\client\src\model\group.model.ts", "TypeScript", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 2, 19
"g:\InternShipApp\client\src\model\groupchat.model.ts", "TypeScript", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 3, 21
"g:\InternShipApp\client\src\model\groupchatmessage.model.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 3, 23
"g:\InternShipApp\client\src\model\interngroup.model.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 16
"g:\InternShipApp\client\src\model\loggedperson.model.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"g:\InternShipApp\client\src\model\meeting.model.ts", "TypeScript", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 3, 32
"g:\InternShipApp\client\src\model\message.model.ts", "TypeScript", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 3, 26
"g:\InternShipApp\client\src\model\note.model.ts", "TypeScript", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 2, 19
"g:\InternShipApp\client\src\model\objectgroup.model.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 2, 12
"g:\InternShipApp\client\src\model\objectintern.model.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 16
"g:\InternShipApp\client\src\model\person.model.ts", "TypeScript", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 1, 23
"g:\InternShipApp\client\src\model\post.model.ts", "TypeScript", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 2, 27
"g:\InternShipApp\client\src\model\question.model.ts", "TypeScript", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 2, 33
"g:\InternShipApp\client\src\model\ranking.mode.ts", "TypeScript", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 2, 15
"g:\InternShipApp\client\src\model\test.model.ts", "TypeScript", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 3, 31
"g:\InternShipApp\client\src\services\auth.guard.service.ts", "TypeScript", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 4, 23
"g:\InternShipApp\client\src\services\auth.service.ts", "TypeScript", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 6, 40
"g:\InternShipApp\client\src\services\calendar.creator.service.ts", "TypeScript", 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 14, 108
"g:\InternShipApp\client\src\services\data-storage.service.ts", "TypeScript", 0, 0, 0, 0, 0, 713, 0, 0, 0, 14, 107, 834
"g:\InternShipApp\client\src\services\log.service.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 3, 15
"g:\InternShipApp\client\src\services\utils.service.ts", "TypeScript", 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 7, 80
"g:\InternShipApp\client\src\styles.css", "CSS", 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 24, 102
"g:\InternShipApp\client\tsconfig.app.json", "JSON", 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 16
"g:\InternShipApp\client\tsconfig.json", "JSON with Comments", 0, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 34
"g:\InternShipApp\client\tsconfig.spec.json", "JSON", 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 15
"Total", "-", 12394, 32, 31, 15, 6191, 6223, 4594, 1748, 13, 90, 3124, 34455